500
30,0.35
92,0.65
9,0.68
4,0.27
-41,0.47
-47,0.48
-26,0.55
19,0.46
27,0.0
-74,0.24
26,0.76
89,0.9
1,0.66
2,0.82
37,0.77
-63,0.16
-73,0.08
-27,0.21
41,0.05
-26,0.32
55,0.57
-15,0.36
-83,0.88
7,0.23
93,0.58
25,0.72
23,0.69
-4,0.1
2,0.25
-92,0.2
22,0.39
50,0.08
-93,0.99
25,0.05
61,0.05
82,0.26
32,0.2
-26,0.87
-55,0.29
94,0.0
50,0.49
-87,0.31
-40,0.27
-37,0.37
18,0.3
97,0.81
-41,0.49
-43,0.08
-88,0.01
84,0.86
-17,0.48
-43,0.55
31,0.5
61,0.66
-51,0.68
-72,0.24
-8,0.25
28,0.59
-19,0.67
-85,0.64
30,0.36
84,0.5
47,0.37
-16,0.25
55,0.56
32,0.64
1,0.69
-64,0.21
72,0.2
54,0.26
-14,0.08
52,0.16
1,0.48
-19,0.75
-42,0.9
-48,0.28
41,0.81
-27,0.39
2,0.64
76,0.62
-84,0.32
70,0.16
-81,0.18
95,0.09
10,0.81
14,0.09
-87,0.51
-71,0.48
54,1.0
36,0.81
83,0.44
-31,0.21
-28,0.86
83,0.02
16,0.46
46,0.54
23,0.78
92,0.64
5,0.43
-23,0.06
-93,0.99
68,0.66
-62,0.59
-29,0.16
48,0.95
-38,0.82
84,0.83
-9,0.6
51,0.36
4,0.65
3,0.01
72,0.29
76,1.0
-70,0.19
-59,0.6
-87,0.79
-98,0.76
-98,0.58
-79,0.54
36,0.3
26,0.58
-9,0.14
77,0.17
-63,0.91
37,0.55
-94,0.42
-76,0.01
71,0.55
-30,0.12
-62,0.67
73,0.34
1,0.04
-31,0.17
-83,0.57
-41,0.67
35,0.81
-33,0.26
-18,0.99
74,0.9
-95,0.63
86,0.53
-53,0.15
96,0.37
65,0.12
13,0.48
-94,0.87
69,0.55
39,0.18
13,0.28
-25,0.6
-85,0.24
79,0.7
52,0.46
-21,0.96
-94,0.2
77,0.85
68,0.55
-6,0.17
69,0.92
96,0.74
-82,0.33
46,0.24
-86,0.56
-57,0.92
62,0.34
-22,0.67
-32,0.62
13,0.14
6,0.73
-90,0.72
40,0.96
-60,0.79
-4,0.84
-62,0.93
-95,0.24
63,0.7
17,0.33
-80,0.19
51,0.74
-74,0.4
8,0.19
-12,0.9
75,0.24
21,0.59
98,0.52
45,0.75
-55,0.57
-32,0.66
-25,0.43
-45,0.78
-51,0.34
51,0.87
17,0.25
-67,0.49
-13,0.26
-63,0.58
-48,0.1
-12,0.3
91,0.06
-4,0.79
-3,0.01
25,0.33
-36,0.86
-49,0.64
-58,0.02
33,0.6
6,0.19
-19,0.66
74,0.08
70,0.13
-28,0.59
-11,0.65
-57,0.49
-9,0.44
-71,0.25
16,0.04
33,0.27
71,0.95
-54,0.46
66,0.62
-31,0.34
66,0.97
-62,0.74
32,0.27
-66,0.71
-46,0.89
-85,0.48
33,0.83
-28,0.67
6,0.53
17,0.34
-84,0.23
-64,0.16
-6,0.28
-33,0.26
94,0.83
-53,0.26
14,0.07
-44,0.01
-40,0.81
34,0.56
26,0.04
-61,0.27
-5,0.41
31,0.49
36,0.39
-20,0.64
-18,0.83
-57,0.58
-50,0.94
-25,0.45
-4,0.34
-11,0.86
24,0.93
69,0.06
14,0.56
-48,0.78
-6,0.16
-78,0.97
92,0.17
14,0.77
-98,0.78
13,0.26
-79,0.41
79,0.69
54,0.65
-88,0.14
34,0.5
-98,0.65
-42,0.24
-97,0.43
96,0.72
83,0.82
68,0.48
-8,0.33
5000
